,Well,BUL2-totalreads,BUL2-WT%,BUL2-Mut%,BUL2-Other%,BUL2-na%,BUL2-maxcomplex,BUL2-maxcomplex%,FAS1-totalreads,FAS1-WT%,FAS1-Mut%,FAS1-Other%,FAS1-na%,FAS1-maxcomplex,FAS1-maxcomplex%,MKT1-totalreads,MKT1-WT%,MKT1-Mut%,MKT1-Other%,MKT1-na%,MKT1-maxcomplex,MKT1-maxcomplex%,NCS2-totalreads,NCS2-WT%,NCS2-Mut%,NCS2-Other%,NCS2-na%,NCS2-maxcomplex,NCS2-maxcomplex%,PMA1-totalreads,PMA1-WT%,PMA1-Mut%,PMA1-Other%,PMA1-na%,PMA1-maxcomplex,PMA1-maxcomplex%,RHO5-totalreads,RHO5-WT%,RHO5-Mut%,RHO5-Other%,RHO5-na%,RHO5-maxcomplex,RHO5-maxcomplex%,SCH9-totalreads,SCH9-WT%,SCH9-Mut%,SCH9-Other%,SCH9-na%,SCH9-maxcomplex,SCH9-maxcomplex%,WHI2-totalreads,WHI2-WT%,WHI2-Mut%,WHI2-Other%,WHI2-na%,WHI2-maxcomplex,WHI2-maxcomplex%,AKL1-totalreads,AKL1-WT%,AKL1-Mut%,AKL1-Other%,AKL1-na%,AKL1-maxcomplex,AKL1-maxcomplex%,RPI1-totalreads,RPI1-WT%,RPI1-Mut%,RPI1-Other%,RPI1-na%,RPI1-maxcomplex,RPI1-maxcomplex%,HSL7-totalreads,HSL7-WT%,HSL7-Mut%,HSL7-Other%,HSL7-na%,HSL7-maxcomplex,HSL7-maxcomplex%,SPT7-totalreads,SPT7-WT%,SPT7-Mut%,SPT7-Other%,SPT7-na%,SPT7-maxcomplex,SPT7-maxcomplex%,FRS1-totalreads,FRS1-WT%,FRS1-Mut%,FRS1-Other%,FRS1-na%,FRS1-maxcomplex,FRS1-maxcomplex%,BUL2_threshterm,FAS1_threshterm,MKT1_threshterm,NCS2_threshterm,PMA1_threshterm,RHO5_threshterm,SCH9_threshterm,WHI2_threshterm,AKL1_threshterm,RPI1_threshterm,HSL7_threshterm,SPT7_threshterm,FRS1_threshterm,BUL2_g,FAS1_g,MKT1_g,NCS2_g,PMA1_g,RHO5_g,SCH9_g,WHI2_g,AKL1_g,RPI1_g,HSL7_g,SPT7_g,FRS1_g,BUL2-singlelocus-totalreads,BUL2-singlelocus-WT%,BUL2-singlelocus-Mut%,BUL2-singlelocus-Other%,BUL2-singlelocus-na%,BUL2-singlelocus-maxcomplex,BUL2-singlelocus-maxcomplex%,HSL7-singlelocus-totalreads,HSL7-singlelocus-WT%,HSL7-singlelocus-Mut%,HSL7-singlelocus-Other%,HSL7-singlelocus-na%,HSL7-singlelocus-maxcomplex,HSL7-singlelocus-maxcomplex%,NCS2-singlelocus-totalreads,NCS2-singlelocus-WT%,NCS2-singlelocus-Mut%,NCS2-singlelocus-Other%,NCS2-singlelocus-na%,NCS2-singlelocus-maxcomplex,NCS2-singlelocus-maxcomplex%,PMA1-singlelocus-totalreads,PMA1-singlelocus-WT%,PMA1-singlelocus-Mut%,PMA1-singlelocus-Other%,PMA1-singlelocus-na%,PMA1-singlelocus-maxcomplex,PMA1-singlelocus-maxcomplex%,RPI1-singlelocus-totalreads,RPI1-singlelocus-WT%,RPI1-singlelocus-Mut%,RPI1-singlelocus-Other%,RPI1-singlelocus-na%,RPI1-singlelocus-maxcomplex,RPI1-singlelocus-maxcomplex%,BUL2-singlelocus_threshterm,HSL7-singlelocus_threshterm,NCS2-singlelocus_threshterm,PMA1-singlelocus_threshterm,RPI1-singlelocus_threshterm,BUL2-singlelocus_g,HSL7-singlelocus_g,NCS2-singlelocus_g,PMA1-singlelocus_g,RPI1-singlelocus_g,BUL2matches single?,HSL7matches single?,NCS2matches single?,PMA1matches single?,RPI1matches single?,BUL2_g-update,FAS1_g-update,MKT1_g-update,NCS2_g-update,PMA1_g-update,RHO5_g-update,SCH9_g-update,WHI2_g-update,AKL1_g-update,RPI1_g-update,HSL7_g-update,SPT7_g-update,FRS1_g-update,BUL2_g-update_bin,FAS1_g-update_bin,MKT1_g-update_bin,NCS2_g-update_bin,PMA1_g-update_bin,RHO5_g-update_bin,SCH9_g-update_bin,WHI2_g-update_bin,AKL1_g-update_bin,RPI1_g-update_bin,HSL7_g-update_bin,SPT7_g-update_bin,FRS1_g-update_bin,full_g_bin_13,full_g_bin_10,BUL2_g_exp,FAS1_g_exp,MKT1_g_exp,NCS2_g_exp,PMA1_g_exp,RHO5_g_exp,SCH9_g_exp,WHI2_g_exp,AKL1_g_exp,RPI1_g_exp,full_g_bin_10_exp,full_g_match?
134,7E-C5,66.0,0.0,0.9642540245912029,0,0.035745975408797,Mut,0.9642540245912029,2267.0,0.9835274795487539,0.00010264422918200001,0.00117044778156,0.015199428440503999,WT,0.9835274795487539,1453.0,0.9843287815088209,0.002108754660707,0.000771088526071,0.012791375304399999,WT,0.9843287815088209,928.0,0.000957565866157,0.972616759285583,0.005191050119056,0.021234624729205002,Mut,0.972616759285583,1503.0,0.9800730810547141,0.001668969486413,0.001777202692896,0.016480746765977,WT,0.9800730810547141,2315.0,0.9821628702974489,0,0.001687341199277,0.016149788503273,WT,0.9821628702974489,5534.0,0.000330621164213,0.9862554798469548,0.0010622085792569998,0.012351690409573998,Mut,0.9862554798469548,6988.0,0.9879543955290581,0.00012892712238099998,0,0.011916677348562,WT,0.9879543955290581,3228.0,0.980756155063714,0.0020098645578239998,3.0026327390999998e-05,0.017203954051071,WT,0.980756155063714,453.0,0.9806377222131428,0,0,0.019362277786857,WT,0.9806377222131428,342.0,0.0,0.985943392638646,0,0.014056607361354,Mut,0.985943392638646,2310.0,0.9907013203745509,0.000325697202423,0.0027034337577120002,0.006269548665314,WT,0.9907013203745509,3718.0,0.4055012362054693,0.5821579960143664,0.0012778533120188903,0.011062914468145555,Mut,0.5821579960143664,9.020562075079397e-17,0.0012730920107421433,0.0028798431867791408,0.006148615985211998,0.0034461721793088637,0.0016873411992781341,0.0013928297434711717,0.00012892712237994042,0.002039890885214949,1.734723475976807e-16,-5.377642775528102e-17,0.003029130960135058,0.4067790895174881,Mut,WT,WT,Mut,WT,WT,Mut,WT,WT,WT,Mut,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,WT,WT,Mut,WT,WT,WT,Mut,WT,mixed,1,0,0,1,0,0,1,0,0,0,1,0,2,1001001000102,1001001000,1,0,0,1,0,0,1,0,0,0,1001001000,True
135,6E-C5,30.0,0.3150403018350197,0.6168753215571945,0,0.06808437660778596,Mut,0.6168753215571945,1168.0,0.9864372254174021,0.0009239555309239999,0.0019341625712489998,0.010704656480425,WT,0.9864372254174021,1602.0,0.9870643707376558,0.001793109749688,0.0036670398821140003,0.007475479630541999,WT,0.9870643707376558,495.0,0.001957822800441,0.9725232773291079,0.008032901595901,0.017485998274549,Mut,0.9725232773291079,847.0,0.003218401884092,0.9777903636312879,0.0033987905615619996,0.015592443923056998,Mut,0.9777903636312879,1636.0,0.9686385119873662,0,0.010646538185758813,0.02071494982687488,WT,0.9686385119873662,6138.0,0.9870777194221871,0.0,0.001255923419561,0.011666357158251999,WT,0.9870777194221871,6555.0,0.986445240421711,0.00014133288402799998,0,0.01341342669426,WT,0.986445240421711,2583.0,0.97751332697131,0.000629539009195,0.0023580074916210005,0.019499126527876,WT,0.97751332697131,434.0,0.9784960594873405,0,0,0.021503940512659383,WT,0.9784960594873405,288.0,0.053087564551895804,0.9231722431736225,0,0.023740192274481837,Mut,0.9231722431736225,1826.0,0.9863059984684095,0.0005536336012883472,0.0018562184899548223,0.011284149440347226,WT,0.9863059984684095,3620.0,0.9925262887553989,0.0,0.000550902602372,0.006922808642229,WT,0.9925262887553989,0.3150403018350195,0.002858118102172914,0.0054601496318021515,0.009990724396343072,0.006617192445655095,0.01064653818575895,0.0012559234195608626,0.00014133288402900027,0.002987546500814009,8.673617379884035e-17,0.05308756455189571,0.002409852091243279,0.0005509026023720557,mixed,WT,WT,Mut,Mut,WT,WT,WT,WT,WT,mixed,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mixed,WT,WT,Mut,Mut,WT,WT,WT,WT,WT,mixed,WT,WT,2,0,0,1,1,0,0,0,0,0,2,0,0,2001100000200,2001100000,1,0,0,1,1,0,0,0,0,0,1001100000,False
136,2A-C5,46.0,0.000971817298348,0.9990281827016521,0,0.0,Mut,0.9990281827016521,1353.0,0.9778258839955856,0.0006932441303027725,0.0044117551998379655,0.017069116674273615,WT,0.9778258839955856,960.0,0.992300104561701,0.001096310387878,0.000899319655823,0.005704265394598,WT,0.992300104561701,505.0,0.001902670282702,0.969086851223788,0.007812291524943001,0.021198186968567005,Mut,0.969086851223788,1119.0,0.973372672303611,0.0052161334833279996,0.004380851319629,0.01703034289343,WT,0.973372672303611,1565.0,0.9914609386494042,0,0.0037395583018652017,0.004799503048730647,WT,0.9914609386494042,4439.0,0.00043339181886100004,0.978066010659281,0.0008404042302390001,0.020660193291619,Mut,0.978066010659281,5824.0,0.984971201821396,0.00016244615280399999,0,0.014866352025799999,WT,0.984971201821396,1617.0,0.9756611038306987,0.0007640409218193154,0.0009600809139777159,0.02261477433350427,WT,0.9756611038306987,173.0,0.9826286261631091,0,0,0.017371373836891,WT,0.9826286261631091,366.0,0.0,0.9759837933731191,0,0.024016206626881004,Mut,0.9759837933731191,2130.0,0.9839455914245627,0.00039841756379550516,0.002171245776576809,0.013484745235064826,WT,0.9839455914245627,3260.0,0.9881373852155179,0.0,0.0007099873948740001,0.011152627389608,WT,0.9881373852155179,0.0009718172983479434,0.00510499933014082,0.0019956300437009647,0.00971496180764498,0.00959698480295898,0.003739558301865142,0.0012737960490999956,0.0001624461528040317,0.001724121835797024,-8.673617379884035e-17,-1.3877787807814457e-16,0.002569663340372447,0.0007099873948741391,Mut,WT,WT,Mut,WT,WT,Mut,WT,WT,WT,Mut,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,WT,WT,Mut,WT,WT,WT,Mut,WT,WT,1,0,0,1,0,0,1,0,0,0,1,0,0,1001001000100,1001001000,1,0,0,1,0,0,1,0,0,0,1001001000,True
137,5E-C5,32.0,0.016826322365681,0.8685547688463141,0,0.114618908788005,Mut,0.8685547688463141,1225.0,0.9880104801184668,0.000845292795871,0.0017768371011429999,0.00936738998452,WT,0.9880104801184668,1413.0,0.9843095945259821,0.0010608682489600002,0.0020509474149020004,0.012578589810155002,WT,0.9843095945259821,485.0,0.0019887349320610002,0.969900162160235,0.0037758594699859997,0.024335243437718,Mut,0.969900162160235,857.0,0.97671304777208,0.003256269977548,0.00336450318403,0.016666179066343,WT,0.97671304777208,1637.0,0.9759591605246752,0,0.005779631161610193,0.018261208313714604,WT,0.9759591605246752,6863.0,0.979627462313562,0.00223057125235,0.000421992009552,0.017719974424536,WT,0.979627462313562,5903.0,0.9816372153653734,0.00016441804065061942,0,0.018198366593975824,WT,0.9816372153653734,2398.0,0.9783344820646239,4.7406232158000004e-05,0.0009917253291609998,0.020626386374056997,WT,0.9783344820646239,364.0,0.9932623119334639,0,0,0.006737688066535838,WT,0.9932623119334639,152.0,0.0,0.975474493869143,0,0.024525506130857,Mut,0.975474493869143,1703.0,0.9841873446411,0.001801678395916,0.0033396692653950002,0.010671307697590001,WT,0.9841873446411,1654.0,0.34473711662567474,0.6368142666550132,0.0003347438769706104,0.01811387284234156,Mut,0.6368142666550132,0.016826322365680893,0.0026221298970131833,0.0031118156638628974,0.005764594402046998,0.006620773161576988,0.005779631161610156,0.0026525632619019864,0.00016441804065077045,0.0010391315613190802,2.3592239273284576e-16,2.0816681711721685e-17,0.005141347661309973,0.34507186050264527,Mut,WT,WT,Mut,WT,WT,WT,WT,WT,WT,Mut,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,WT,WT,WT,WT,WT,WT,Mut,WT,mixed,1,0,0,1,0,0,0,0,0,0,1,0,2,1001000000102,1001000000,1,0,0,1,0,0,0,0,0,0,1001000000,True
138,3A-C5,38.0,0.009670767261608,0.9903292327383919,0,0.0,Mut,0.9903292327383919,1580.0,0.9713232198188152,0.0017426281030447,0.0010526160278333835,0.025881536050306568,WT,0.9713232198188152,1657.0,0.975916475929608,0.000690405613298,0.000493414881243,0.022899703575851,WT,0.975916475929608,769.0,0.9726819178490849,0.0,0.004826407692132,0.022491674458782997,WT,0.9726819178490849,1028.0,0.002529994456701,0.969175608930276,0.002710383134172,0.02558401347885,Mut,0.969175608930276,2332.0,0.9774190000374899,0,0.0034279435536340003,0.019153056408876996,WT,0.9774190000374899,6496.0,0.000266740981715,0.9856033780470689,0.0008705680317629998,0.013259312939453002,Mut,0.9856033780470689,5520.0,0.9888389896858649,0.00013436875206600002,0,0.011026641562068997,WT,0.9888389896858649,187.0,0.9272125740455175,0.029228821786173587,0.01911558342781653,0.024443020740492233,WT,0.9272125740455175,371.0,0.9989850819271215,0,0,0.0010149180728784533,WT,0.9989850819271215,283.0,0.97303743067601,0.0,0,0.026962569323991003,WT,0.97303743067601,2250.0,0.9847512790901815,0.0003486581608751672,0.0028085807956481365,0.012091481953295366,WT,0.9847512790901815,3833.0,0.9889471392249342,0.0,0.0026791871280489998,0.008373673647016999,WT,0.9889471392249342,0.009670767261608093,0.002795244130878234,0.001183820494541049,0.004826407692132138,0.00524037759087401,0.0034279435536330657,0.0011373090134781192,0.00013436875206608058,0.04834440521399028,3.469446951953614e-18,-1.0096090630185017e-15,0.0031572389565231816,0.0026791871280488436,Mut,WT,WT,WT,Mut,WT,Mut,WT,mixed,WT,WT,WT,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,WT,Mut,WT,Mut,WT,mixed,WT,WT,WT,WT,1,0,0,0,1,0,1,0,2,0,0,0,0,1000101020000,1000101020,1,0,0,0,1,0,1,0,0,0,1000101000,False
139,4A-C5,47.0,0.000408163265306,0.9725364431486879,0,0.027055393586006,Mut,0.9725364431486879,1713.0,0.981813425190438,0.000385046005321,0.0,0.017801528804241,WT,0.981813425190438,1341.0,0.9852845058447891,0.002274457969357,0.0008815573985050001,0.011559478787350001,WT,0.9852845058447891,422.0,0.0023304909404039996,0.974902227373252,0.006991472821212,0.015775808865132,Mut,0.974902227373252,988.0,0.003748424194618,0.9771005738300299,0.002862428271246,0.016288573704106,Mut,0.9771005738300299,2205.0,0.9576774511607231,0,0.006494085505965,0.035828463333312,WT,0.9576774511607231,6810.0,0.000595439013118,0.9847421553892891,0.001510580372361,0.013151825225232002,Mut,0.9847421553892891,5922.0,0.9856547739442929,0.000157219588102,0,0.014188006467603998,WT,0.9856547739442929,2254.0,0.984591030983778,0.001838442623821,0.00029624399582300003,0.013274282396578001,WT,0.984591030983778,493.0,0.9868300789364355,0,0,0.013169921063564604,WT,0.9868300789364355,314.0,0.20174591347692009,0.7772732843051361,0,0.020980802217943902,Mut,0.7772732843051361,2642.0,0.9795258096685105,0.00021752801470686868,0.0020217999186383454,0.01823486239814435,WT,0.9795258096685105,3481.0,0.501732209991216,0.48850623148507394,0.0,0.009761558523709999,WT,0.501732209991216,0.0004081632653060753,0.00038504600532098324,0.0031560153678608944,0.00932196376161595,0.006610852465864094,0.006494085505964885,0.002106019385478889,0.00015721958810309584,0.002134686619644017,-8.847089727481716e-17,0.20174591347692,0.002239327933345102,0.48850623148507394,Mut,WT,WT,Mut,Mut,WT,Mut,WT,WT,WT,mixed,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,Mut,WT,Mut,WT,WT,WT,mixed,WT,mixed,1,0,0,1,1,0,1,0,0,0,2,0,2,1001101000202,1001101000,1,0,0,1,1,0,1,0,0,0,1001101000,True
140,8E-C5,34.0,0.014730704311799903,0.8769372410618382,0,0.1083320546263618,Mut,0.8769372410618382,1095.0,0.9696818900319869,0.001036583475964,0.002159418461329,0.02712210803072,WT,0.9696818900319869,1805.0,0.9803427898473919,0.001490357797009,0.002227910179635,0.015938942175963998,WT,0.9803427898473919,269.0,0.003721755409931,0.983138513032854,0.0072419004257259995,0.005897831131488001,Mut,0.983138513032854,889.0,0.003048798429252,0.9753551406922182,0.005606462198723,0.015989598679806,Mut,0.9753551406922182,2539.0,0.9709130017768021,0,0.005817399644639001,0.023269598578558,WT,0.9709130017768021,6864.0,0.000247445776471,0.978996392356835,0.000296427010178,0.020459734856517,Mut,0.978996392356835,6716.0,0.984514749652538,0.00033414990545,0,0.015151100442011999,WT,0.984514749652538,1122.0,0.986337974682885,0.003615424289985922,0.002039985097024748,0.008006615930104422,WT,0.986337974682885,105.0,0.9422152560083594,0,0,0.05778474399164054,WT,0.9422152560083594,123.0,0.07505872054367035,0.8793443642941972,0,0.04559691516213255,Mut,0.8793443642941972,2424.0,0.9869765190026629,0.000285079877661,0.0024271110963660003,0.010311290023309999,WT,0.9869765190026629,2534.0,0.0,0.999633573881828,0.0,0.000366426118172,Mut,0.999633573881828,0.014730704311799958,0.0031960019372930977,0.003718267976644131,0.010963655835657955,0.008655260627975819,0.005817399644639936,0.000543872786648001,0.0003341499054499552,0.005655409387010601,3.469446951953614e-17,0.0750587205436703,0.0027121909740270792,-5.252959525692269e-17,Mut,WT,WT,Mut,Mut,WT,Mut,WT,WT,WT,mixed,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,Mut,WT,Mut,WT,WT,WT,mixed,WT,Mut,1,0,0,1,1,0,1,0,0,0,2,0,1,1001101000201,1001101000,1,0,0,1,1,0,1,0,0,0,1001101000,True
141,1A-C5,18.0,0.023783949670094,0.9024090839343258,0,0.07380696639558099,Mut,0.9024090839343258,1129.0,0.9747182855629551,0.0009823257294330002,0.00029231365422099996,0.024007075053391006,WT,0.9747182855629551,709.0,0.967279202822905,0.0033574423682659997,0.005495808593861,0.023867546214965,WT,0.967279202822905,494.0,0.9795591001359639,0.0,0.005666431960253,0.014774467903781998,WT,0.9795591001359639,905.0,0.973578416844687,0.003040229094386,0.003148462300868,0.020232891760058998,WT,0.973578416844687,1227.0,0.9756253918195165,0,0.004551558661157396,0.01982304951932643,WT,0.9756253918195165,5015.0,0.00037336441769799994,0.9821525618951321,0.001895571707401,0.015578501979768998,Mut,0.9821525618951321,5545.0,0.987779498313048,0.00017624460840899998,0,0.012044257078543001,WT,0.987779498313048,1858.0,0.983539231416657,0.001517767421407,0.003858327871418,0.011084673290519,WT,0.983539231416657,177.0,0.993075622337807,0,0,0.006924377662193001,WT,0.993075622337807,201.0,0.981394481554143,0.0,0,0.018605518445857,WT,0.981394481554143,1404.0,0.9746603014026846,0.0008799605708591309,0.003161526368237956,0.021298211658218418,WT,0.9746603014026846,3111.0,0.367371728685424,0.61578207415444,0.0,0.016846197160135,Mut,0.61578207415444,0.023783949670093174,0.0012746393836538493,0.008853250962129973,0.005666431960254079,0.006188691395253958,0.0045515586611571054,0.002268936125098887,0.00017624460840898887,0.005376095292824,3.469446951953614e-18,6.938893903907228e-18,0.004041486939097023,0.367371728685425,Mut,WT,WT,WT,WT,WT,Mut,WT,WT,WT,WT,WT,mixed,642,0,0.9875389408099688,0,0.012461059190031152,Mut,0.9875389408099688,0.0,0,0,0,0,,0,0.0,0,0,0,0,,0,0.0,0,0,0,0,,0,0.0,0,0,0,0,,0,1.734723475976807e-18,,,,,Mut,,,,,True,,,,,Mut,WT,WT,WT,WT,WT,Mut,WT,WT,WT,WT,WT,mixed,1,0,0,0,0,0,1,0,0,0,0,0,2,1000001000002,1000001000,1,0,0,0,0,0,1,0,0,0,1000001000,True
142,2A-C6,35.0,0.0,0.9889092389092391,0,0.011090761090761002,Mut,0.9889092389092391,939.0,0.9754995124402971,0,0.003303365736978,0.021197121822724,WT,0.9754995124402971,620.0,0.9716759513251679,0.0050115909225599995,0.0033289391090639995,0.019983518643207,WT,0.9716759513251679,418.0,0.513301763591214,0.46234643208655696,0.00685625091808,0.017495553404148,WT,0.513301763591214,658.0,0.9173127884718648,0.061259055241903,0.002764706914479,0.018663449371753002,WT,0.9173127884718648,925.0,0.9767460624675279,0.0016744113705919998,0.005629441607448,0.015950084554434,WT,0.9767460624675279,3451.0,0.555893148186015,0.42427814070079795,0.001437454997188,0.018391256116,WT,0.555893148186015,4437.0,0.761362527920183,0.22222799924038,0.001397982749258,0.01501149009018,WT,0.761362527920183,1369.0,0.9847428170726877,0.0017859181310527503,0.001705661309222895,0.0117656034870366,WT,0.9847428170726877,127.0,0.9729023267964929,0,0,0.027097673203506,WT,0.9729023267964929,248.0,0.9702374712665028,0.0,0,0.029762528733497003,WT,0.9702374712665028,1698.0,0.9863719261844762,0.0016782861959469956,0.008243041010896872,0.0037067466086799865,WT,0.9863719261844762,2509.0,0.992590454813914,0.0,0.0006668213028110001,0.006742723883275,WT,0.992590454813914,-9.8879238130678e-17,0.003303365736978911,0.00834053003162507,0.46920268300463797,0.06402376215638218,0.00730385297803807,0.425715595697985,0.223625981989637,0.003491579440275663,1.0894063429134349e-15,1.5959455978986625e-16,0.009921327206843791,0.0006668213028110529,Mut,WT,WT,mixed,mixed,WT,mixed,mixed,WT,WT,WT,mixed,WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,mixed,mixed,WT,mixed,mixed,WT,WT,WT,mixed,WT,1,0,0,2,2,0,2,2,0,0,0,2,0,1002202200020,1002202200,1,0,0,1,0,0,1,1,0,0,1001001100,False
143,7E-C6,57.0,0.0,0.94781746031746,0,0.05218253968254,Mut,0.94781746031746,1689.0,0.9762303860809971,0,0.0030275198790370005,0.020742094039966002,WT,0.9762303860809971,1105.0,0.9699607263206371,0.0024267034572750005,0.003902287438373,0.023710282783715,WT,0.9699607263206371,801.0,0.000927189824462,0.9833080472047311,0.00295037998283,0.012814382987976002,Mut,0.9833080472047311,1036.0,0.979442755960911,0.000820861174076,0.002608447612258,0.017127935252756,WT,0.979442755960911,1644.0,0.0,0.9787445438670961,0.006830290944805999,0.014425165188100001,Mut,0.9787445438670961,4049.0,7.1921021245e-05,0.9859951032919292,0.0014790031869500002,0.012453972499876,Mut,0.9859951032919292,5385.0,0.984223146130498,0.0,0.00032249142431600003,0.015454362445186002,WT,0.984223146130498,2353.0,0.9778446962483329,0.0016985880240499998,0.0041194874445689995,0.016337228283048,WT,0.9778446962483329,468.0,0.9896409918907778,0,0,0.010359008109221999,WT,0.9896409918907778,277.0,0.0,0.9583346763252599,0,0.041665323674740996,Mut,0.9583346763252599,1862.0,0.9796231355284726,0.00040233609795992765,0.0018632905209615316,0.018111237852605808,WT,0.9796231355284726,2955.0,0.40256529795206,0.5898799432331788,0.00016234827146778248,0.007392410543293517,Mut,0.5898799432331788,5.551115123125783e-17,0.0030275198790368947,0.006328990895647878,0.003877569807292914,0.003429308786332984,0.006830290944803915,0.0015509242081948125,0.0003224914243160036,0.0058180754686190765,1.9081958235744878e-16,-9.228728892196614e-16,0.002265626618921615,0.40272764622352764,Mut,WT,WT,Mut,WT,Mut,Mut,WT,WT,WT,Mut,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,WT,Mut,Mut,WT,WT,WT,Mut,WT,mixed,1,0,0,1,0,1,1,0,0,0,1,0,2,1001011000102,1001011000,1,0,0,1,0,1,1,0,0,0,1001011000,True
144,4A-C6,43.0,0.0,0.996271707637889,0,0.0037282923621109994,Mut,0.996271707637889,1225.0,0.981892996813493,0,0.00035103269983599995,0.01775597048667,WT,0.981892996813493,1180.0,0.9854322450133621,0.002185006477884,0.00144454947928,0.010938199029472,WT,0.9854322450133621,377.0,0.00251508539107,0.9730093027359958,0.004692549763255,0.019783062109678,Mut,0.9730093027359958,219.0,0.008803122803689,0.947643166129625,0.013496412385591999,0.030057298681094,Mut,0.947643166129625,1448.0,0.981377984323802,0.000808153890071,0.0022561320846039997,0.015557729701523,WT,0.981377984323802,4822.0,2.1767923393000003e-05,0.9814560515142638,0.000661494597157,0.017860685965186,Mut,0.9814560515142638,4215.0,0.0005670506059969999,0.9828003307766471,0.00042043012403499995,0.01621218849332,Mut,0.9828003307766471,1883.0,0.976663387355667,0.003769481696267,0.001576658209496,0.01799047273857,WT,0.976663387355667,469.0,0.985985901668821,0,0,0.014014098331179,WT,0.985985901668821,219.0,0.1825337660167104,0.792855528941705,0,0.02461070504158476,Mut,0.792855528941705,1953.0,0.981461744967562,0.000352643950958,0.003655627407407,0.014529983674074,WT,0.981461744967562,2652.0,0.5198425778586042,0.4590541410926725,0.0038597787375918772,0.017243502311131316,WT,0.5198425778586042,3.0357660829594124e-17,0.0003510326998370436,0.0036295559571658705,0.00720763515432616,0.02229953518928104,0.0030642859746750333,0.0006832625205501486,0.000987480730032922,0.005346139905762954,-5.204170427930421e-17,0.18253376601671029,0.004008271358364001,0.4629139198302645,Mut,WT,WT,Mut,Mut,WT,Mut,Mut,WT,WT,mixed,WT,mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,Mut,WT,Mut,Mut,WT,WT,mixed,WT,mixed,1,0,0,1,1,0,1,1,0,0,2,0,2,1001101100202,1001101100,1,0,0,1,1,0,1,1,0,0,1001101100,True
145,8E-C6,47.0,0.0,0.9660097957311581,0,0.03399020426884201,Mut,0.9660097957311581,1110.0,0.9659243511212062,0,0.002686418657573,0.031389230221221,WT,0.9659243511212062,1524.0,0.9851055598554371,0.00235204179683,0.000994198308777,0.011548200038953998,WT,0.9851055598554371,384.0,0.0024759465708710003,0.973439829758191,0.010579028321255003,0.013505195349684,Mut,0.973439829758191,740.0,0.0022983193285950002,0.979589101166769,0.0037392071729510003,0.014373372331686,Mut,0.979589101166769,1965.0,0.0009808415001360002,0.981071510468701,0.0048612221272740005,0.013086425903888,Mut,0.981071510468701,5748.0,0.00013510422502200002,0.9810827235967281,0.00092910531004,0.01785306686821,Mut,0.9810827235967281,5648.0,0.9852469047987421,0.0,0.00030408578143599995,0.014449009419821,WT,0.9852469047987421,1204.0,0.9930105049028181,0.002375919774963,0.003943708977639,0.00066986634458,WT,0.9930105049028181,60.0,0.988693292600408,0,0,0.011306707399592,WT,0.988693292600408,142.0,0.16436512715841636,0.8310755671617431,0,0.004559305679840567,Mut,0.8310755671617431,2257.0,0.981223816596556,0.00021563429629900001,0.0027035104817549997,0.015857038625391,WT,0.981223816596556,2577.0,0.0,0.992151072405979,0.0,0.007848927594021,Mut,0.992151072405979,-9.020562075079397e-17,0.002686418657572777,0.0033462401056088727,0.013054974892125011,0.006037526501544994,0.005842063627410998,0.0010642095350618976,0.00030408578143689344,0.006319628752601942,5.377642775528102e-17,0.1643651271584163,0.0029191447780530025,5.204170427930421e-18,Mut,WT,WT,Mut,Mut,Mut,Mut,WT,WT,WT,mixed,WT,Mut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mut,WT,WT,Mut,Mut,Mut,Mut,WT,WT,WT,mixed,WT,Mut,1,0,0,1,1,1,1,0,0,0,2,0,1,1001111000201,1001111000,1,0,0,1,1,1,1,0,0,0,1001111000,True
